TRAVEL_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM,sido_gungu_list
b_b009953,3,여,20,3,3,1,1,1,1,6,7,7,6,10,0,['경북+안동시']
b_b016467,3,남,30,5,5,5,3,3,3,3,2,6,2,2,2,['강원+원주시']
b_b004874,5,여,20,3,1,1,1,4,3,2,6,4,7,3,2,['강원+양양군']
b_b004710,1,남,20,3,2,4,2,5,5,2,6,2,3,1,1,['강원+춘천시']
b_b004709,6,남,30,4,5,2,6,3,2,5,5,2,2,1,1,['강원+강릉시']
c_c005470,21,남,20,4,3,1,3,3,5,2,6,5,3,20,1,['강원+강릉시']
b_b011806,6,남,20,1,4,1,1,4,5,6,6,6,9,3,1,"['울산+중구', '울산+동구', '울산+남구']"
b_b006590,2,남,40,7,6,4,6,2,4,6,2,6,2,2,3,['강원+횡성군']
b_b014887,23,여,20,5,3,1,3,1,3,4,5,6,1,1,1,['경북+경주시']
b_b018641,1,여,30,4,3,4,4,4,4,4,4,6,1,1,0,"['대구+북구', '대구+동구']"
b_b005212,2,여,30,4,4,3,2,2,2,3,4,6,2,2,1,['강원+속초시']
b_b007862,22,여,20,4,2,4,3,6,5,3,2,6,3,7,1,['강원+속초시']
b_b009763,4,남,20,3,3,6,2,4,3,3,4,6,3,2,5,['경북+경주시']
b_b001017,23,남,40,4,7,1,7,3,1,4,3,6,2,1,1,"['부산+해운대구', '부산+동구']"
b_b014847,22,여,20,4,6,6,2,2,6,6,6,7,5,1,1,['강원+춘천시']
b_b000574,2,여,20,2,7,4,3,3,5,4,2,5,2,1,1,['경북+경주시']
b_b004535,1,남,30,6,1,5,2,1,4,6,1,7,9,1,1,"['강원+평창군', '강원+강릉시']"
b_b018593,1,여,30,1,6,7,3,1,4,2,2,5,1,2,1,['경북+경주시']
b_b006385,21,여,30,7,2,1,2,4,4,1,7,3,2,3,0,['부산+수영구']
b_b001994,3,여,20,2,2,1,2,4,2,6,2,6,1,4,1,"['경북+포항시', '경북+경주시']"
b_b006517,10,여,40,5,5,4,2,2,2,2,2,6,1,2,2,"['강원+평창군', '강원+강릉시']"
b_b006287,8,남,40,5,2,7,5,1,2,3,5,1,2,2,2,['경북+포항시']
b_b010116,2,남,30,4,4,3,2,2,4,2,2,6,3,1,2,"['부산+해운대구', '대구+달성군']"
b_b004405,8,여,30,4,2,2,1,3,4,6,2,7,8,3,3,"['강원+정선군', '강원+영월군']"
b_b004507,21,남,20,1,2,2,3,6,2,2,3,2,1,2,0,['강원+강릉시']
b_b000064,1,여,30,4,6,3,1,1,5,3,6,6,2,3,3,['부산+해운대구']
b_b013703,2,여,30,4,1,4,4,5,4,4,7,6,7,3,0,['강원+춘천시']
b_b005333,3,여,50,1,1,4,1,4,6,4,4,6,8,2,0,['경북+경주시']
b_b005042,21,여,30,5,2,2,2,3,6,2,2,4,4,2,0,['강원+평창군']
b_b004842,24,여,20,4,2,1,1,3,7,5,6,6,7,3,4,['강원+강릉시']
b_b003113,11,남,30,4,5,3,3,3,2,3,3,6,7,1,1,['경북+경주시']
b_b008477,2,여,20,2,7,7,1,3,3,7,1,7,2,1,0,"['대구+달서구', '대구+중구']"
b_b002013,3,여,30,5,4,3,2,2,4,4,2,7,3,1,2,['경북+경주시']
b_b011340,3,여,50,2,2,4,1,2,2,1,6,7,1,1,1,['강원+원주시']
b_b000387,2,남,20,1,4,4,4,3,5,6,5,5,1,2,2,['경북+경주시']
b_b000560,7,여,20,1,4,3,3,6,5,2,5,5,1,3,5,['부산+해운대구']
b_b002791,3,여,20,4,2,1,5,3,3,6,3,6,2,4,3,['경북+경주시']
b_b004508,2,남,30,6,5,3,3,3,5,6,2,3,8,1,3,['강원+춘천시']
b_b003948,22,여,30,5,2,2,4,3,3,4,3,5,7,5,0,"['부산+영도구', '부산+중구']"
b_b005544,23,여,30,4,6,2,4,3,3,2,6,7,3,6,2,"['부산+해운대구', '경남+진주시']"
b_b002290,5,남,20,2,4,1,2,1,2,2,3,6,2,3,1,['강원+속초시']
b_b004889,2,남,30,4,1,1,1,6,7,4,6,1,1,3,0,['경북+경주시']
b_b006970,6,남,30,7,4,2,3,2,2,3,2,7,8,1,3,['경북+칠곡군']
b_b009234,22,여,30,5,4,2,3,4,3,2,1,7,3,1,1,['경북+포항시']
b_b005444,1,남,20,2,2,1,4,4,4,5,2,6,3,5,2,['강원+속초시']
b_b008074,28,남,50,6,2,1,2,4,3,6,6,2,6,5,3,['강원+양양군']
b_b018624,4,여,20,4,3,3,3,5,3,4,6,5,1,1,0,['울산+중구']
b_b010905,22,여,20,5,5,7,1,3,4,3,5,6,1,4,0,['대구+동구']
b_b002821,3,여,50,8,2,1,7,1,1,7,2,7,3,2,1,['경북+경주시']
b_b002171,4,남,20,3,5,2,2,3,6,4,6,5,1,5,1,['강원+속초시']
b_b000775,22,여,40,4,2,3,1,3,6,5,1,7,6,2,3,"['강원+고성군', '강원+속초시']"
b_b005919,6,남,40,6,2,2,3,4,6,6,2,6,8,2,3,['강원+삼척시']
b_b016240,3,남,30,6,1,1,1,1,1,2,7,7,3,40,1,['강원+평창군']
b_b008587,26,남,20,2,6,2,3,4,3,5,2,5,1,5,0,['강원+강릉시']
b_b000156,1,여,20,2,3,1,3,4,6,5,1,6,2,2,0,['강원+강릉시']
b_b015901,4,여,30,1,6,4,5,4,3,5,2,6,1,10,1,"['부산+수영구', '부산+기장군', '부산+중구']"
b_b007994,3,여,40,5,4,1,1,4,6,6,7,7,8,1,5,['경북+경주시']
b_b003463,6,남,40,12,2,2,3,5,2,3,5,4,1,8,2,['경북+포항시']
b_b000111,21,여,20,5,1,4,2,6,2,2,6,6,7,4,0,['강원+속초시']
b_b012529,21,남,40,5,2,2,1,6,7,4,6,2,3,2,2,['강원+원주시']
b_b011297,4,남,50,5,2,6,6,6,4,6,6,4,3,6,1,['강원+강릉시']
b_b008586,3,여,30,2,2,2,1,2,6,4,5,3,3,1,1,['강원+속초시']
b_b002129,24,여,20,3,3,3,3,2,2,5,3,5,2,2,3,"['강원+고성군', '강원+속초시']"
b_b012662,23,남,20,12,3,2,2,5,4,3,5,3,4,8,0,['강원+속초시']
b_b015763,2,여,30,4,2,2,3,4,3,4,4,4,3,5,3,['강원+홍천군']
b_b000533,22,남,20,7,6,1,1,6,6,7,1,5,1,2,0,"['강원+속초시', '강원+양양군']"
b_b011815,3,여,30,3,1,4,3,5,5,5,5,5,8,6,3,['경북+경주시']
b_b007258,2,남,30,4,2,4,2,4,6,2,4,6,7,3,1,['경북+경주시']
b_b000442,22,여,20,4,2,7,2,2,4,4,7,6,3,5,3,['강원+강릉시']
b_b006464,6,남,40,5,4,3,3,3,2,3,4,4,1,2,0,['부산+해운대구']
